Investor.Name,Portfolio.Name,ISIN,MarketValue,Currency
Mock investor,Mock portfolio,CA8667961053,64017887.95,USD
Mock investor,Mock portfolio,CA3518581051,51901428.82,USD
Mock investor,Mock portfolio,CA6330671034,50490079.18,USD
Mock investor,Mock portfolio,CA5592224011,45545041.01,USD
Mock investor,Mock portfolio,CA45823T1066,44969452.5,USD
Mock investor,Mock portfolio,CA3495531079,44519407.68,USD
Mock investor,Mock portfolio,CA8849037095,40932417.73,USD
Mock investor,Mock portfolio,CA12532H1047,39107874.56,USD
Mock investor,Mock portfolio,CA9628791027,37989124.49,USD
Mock investor,Mock portfolio,CA7392391016,36442094.76,USD
Mock investor,Mock portfolio,CA92938W2022,33526449.14,USD
Mock investor,Mock portfolio,CA7751092007,33226942.94,USD
Mock investor,Mock portfolio,CA76131D1033,32977508.53,USD
Mock investor,Mock portfolio,CA7063271034,32849446.57,USD
Mock investor,Mock portfolio,CA15135U1093,31723785.51,USD
Mock investor,Mock portfolio,CA25675T1075,29088517.9,USD
Mock investor,Mock portfolio,CA5394811015,28036500.97,USD
Mock investor,Mock portfolio,CA3359341052,27718803.23,USD
Mock investor,Mock portfolio,CA82028K2002,27513942.65,USD
Mock investor,Mock portfolio,CA8787422044,26820399.63,USD
Mock investor,Mock portfolio,CA59162N1096,26024803.99,USD
Mock investor,Mock portfolio,CA6837151068,25560598.69,USD
Mock investor,Mock portfolio,CA0084741085,25464326.48,USD
Mock investor,Mock portfolio,CA3039011026,25352160.55,USD
Mock investor,Mock portfolio,CA2908761018,25022937.96,USD
Mock investor,Mock portfolio,CA49741E1007,22118450.3,USD
Mock investor,Mock portfolio,CA87971M1032,20810525.4,USD
Mock investor,Mock portfolio,CA0158571053,19196524.69,USD
Mock investor,Mock portfolio,CA4530384086,18382640.67,USD
Mock investor,Mock portfolio,CA9528451052,18083608.76,USD
Mock investor,Mock portfolio,-,17691840.75,USD
Mock investor,Mock portfolio,CA9611485090,17459756.02,USD
Mock investor,Mock portfolio,CA13321L1085,17196959.16,USD
Mock investor,Mock portfolio,CA4488112083,16949242.73,USD
Mock investor,Mock portfolio,CA0717341071,16682629.46,USD
Mock investor,Mock portfolio,CA3759161035,16679921.38,USD
Mock investor,Mock portfolio,CA39138C1068,16546100.3,USD
Mock investor,Mock portfolio,CA1366812024,16307982.04,USD
Mock investor,Mock portfolio,CA1249003098,16013819.12,USD
Mock investor,Mock portfolio,CA33767E2024,15376731.19,USD
Mock investor,Mock portfolio,CA8911021050,14815964.28,USD
Mock investor,Mock portfolio,CA1247651088,14677008.48,USD
Mock investor,Mock portfolio,CA4969024047,14522508,USD
Mock investor,Mock portfolio,CA6665111002,13420146.3,USD
Mock investor,Mock portfolio,CA7677441056,13394445.68,USD
Mock investor,Mock portfolio,CA89156V1067,12900156.97,USD
Mock investor,Mock portfolio,CA45075E1043,12208821.06,USD
Mock investor,Mock portfolio,CA0213611001,12043728.38,USD
Mock investor,Mock portfolio,CA68272K1030,11953527.36,USD
Mock investor,Mock portfolio,CA36168Q1046,11855849.65,USD
Mock investor,Mock portfolio,CA87262K1057,11352381.55,USD
Mock investor,Mock portfolio,CA8029121057,11094208.53,USD
Mock investor,Mock portfolio,CA87241L1094,10648982.45,USD
Mock investor,Mock portfolio,CA6979001089,10474377.1,USD
Mock investor,Mock portfolio,CA2918434077,10366608.59,USD
Mock investor,Mock portfolio,CA5503721063,10357038.61,USD
Mock investor,Mock portfolio,CA09228F1036,10035682.03,USD
Mock investor,Mock portfolio,CA4932711001,9937808.84,USD
Mock investor,Mock portfolio,CA46579R1047,9872469.11,USD
Mock investor,Mock portfolio,CA11284V1058,9494961.76,USD
Mock investor,Mock portfolio,CA53229C1077,8513050.26,USD
Mock investor,Mock portfolio,CA70137W1086,8293105.38,USD
Mock investor,Mock portfolio,CA1349211054,8041185.92,USD
Mock investor,Mock portfolio,CA7481932084,7650287.97,USD
Mock investor,Mock portfolio,CA1367178326,7579637.26,USD
Mock investor,Mock portfolio,CA05534B7604,7539534.13,USD
Mock investor,Mock portfolio,CA67079A1021,7283046.35,USD
Mock investor,Mock portfolio,CA4495861060,6091695.68,USD
Mock investor,Mock portfolio,CA0585861085,6027947.58,USD
Mock investor,Mock portfolio,CA0089118776,5925750.96,USD
Mock investor,Mock portfolio,CA7669101031,5738314.37,USD
Mock investor,Mock portfolio,CA1380351009,4043262.89,USD
Mock investor,Mock portfolio,US0669224778,1520000,USD
Mock investor,Mock portfolio,-,806713.38,USD
Mock investor,Mock portfolio,-,0,USD
Mock investor,Mock portfolio,-,-898913.49,USD
Mock investor,Mock portfolio,DK0060534915,40907704.6,USD
Mock investor,Mock portfolio,DK0060079531,17187221.44,USD
Mock investor,Mock portfolio,DK0061539921,11264982.23,USD
Mock investor,Mock portfolio,DK0010272202,9752342.8,USD
Mock investor,Mock portfolio,DK0060094928,8127692.24,USD
Mock investor,Mock portfolio,DK0060448595,7948459.92,USD
Mock investor,Mock portfolio,DK0010244508,6826772.68,USD
Mock investor,Mock portfolio,DK0010181759,6700234.93,USD
Mock investor,Mock portfolio,DK0060336014,6572070.43,USD
Mock investor,Mock portfolio,DK0060252690,4992575.67,USD
Mock investor,Mock portfolio,DK0010274414,4802177.55,USD
Mock investor,Mock portfolio,DK0060636678,3716037.15,USD
Mock investor,Mock portfolio,DK0060227585,3455333.33,USD
Mock investor,Mock portfolio,DK0010272632,3316309.65,USD
Mock investor,Mock portfolio,DK0010244425,3243564.08,USD
Mock investor,Mock portfolio,DK0060738599,2511053.23,USD
Mock investor,Mock portfolio,DK0060634707,2497592.23,USD
Mock investor,Mock portfolio,DK0060946788,2088458.7,USD
Mock investor,Mock portfolio,DK0060495240,2070982.79,USD
Mock investor,Mock portfolio,DK0060952919,2043618.21,USD
Mock investor,Mock portfolio,DK0060854669,2016772.14,USD
Mock investor,Mock portfolio,DK0060027142,1903734.57,USD
Mock investor,Mock portfolio,DK0010219153,1803830.13,USD
Mock investor,Mock portfolio,DK0010307958,1706061.69,USD
Mock investor,Mock portfolio,DK0060542181,1612438.36,USD
Mock investor,Mock portfolio,DK0060477503,1529949.93,USD
Mock investor,Mock portfolio,DK0015998017,1525114.54,USD
Mock investor,Mock portfolio,DK0010234467,1478294.68,USD
Mock investor,Mock portfolio,DK0010287663,1308966.11,USD
Mock investor,Mock portfolio,DK0010311471,1276988.62,USD
Mock investor,Mock portfolio,DK0060655629,1251282.6,USD
Mock investor,Mock portfolio,DK0060055861,1232003.21,USD
Mock investor,Mock portfolio,DK0015250344,1228726.03,USD
Mock investor,Mock portfolio,DK0010287234,1186810.06,USD
Mock investor,Mock portfolio,DK0060696300,1101947.83,USD
Mock investor,Mock portfolio,-,1050536.2,USD
Mock investor,Mock portfolio,DK0060036564,1043029.91,USD
Mock investor,Mock portfolio,DK0010253921,957084.06,USD
Mock investor,Mock portfolio,DK0061135753,955307.43,USD
Mock investor,Mock portfolio,DK0060700516,953319.75,USD
Mock investor,Mock portfolio,DK0060497295,864804.1,USD
Mock investor,Mock portfolio,DK0060907293,857731.74,USD
Mock investor,Mock portfolio,DK0060083210,851202.69,USD
Mock investor,Mock portfolio,DK0010274844,827911.01,USD
Mock investor,Mock portfolio,DK0060257814,814880.62,USD
Mock investor,Mock portfolio,DK0061141215,774760.29,USD
Mock investor,Mock portfolio,CH1111227810,575328.62,USD
Mock investor,Mock portfolio,DK0060030286,544014.98,USD
Mock investor,Mock portfolio,DK0060580512,306174.29,USD
Mock investor,Mock portfolio,GB00BZ3CNK81,268402.86,USD
Mock investor,Mock portfolio,US0669224778,140000,USD
Mock investor,Mock portfolio,-,99996.18,USD
Mock investor,Mock portfolio,SE0016700231,0,USD
Mock investor,Mock portfolio,-,-65353.11,USD
Mock investor,Mock portfolio,FI0009000681,3945277.78,USD
Mock investor,Mock portfolio,FI0009003305,2764444.93,USD
Mock investor,Mock portfolio,FI0009013403,2734436.88,USD
Mock investor,Mock portfolio,FI0009013296,2344050.86,USD
Mock investor,Mock portfolio,FI0009007132,1242238.92,USD
Mock investor,Mock portfolio,FI0009005987,1210088.74,USD
Mock investor,Mock portfolio,FI0009005961,1144837.84,USD
Mock investor,Mock portfolio,FI0009007884,989093.94,USD
Mock investor,Mock portfolio,FI0009000202,965028.85,USD
Mock investor,Mock portfolio,FI0009003727,824428.42,USD
Mock investor,Mock portfolio,FI0009014575,822070.72,USD
Mock investor,Mock portfolio,FI4000074984,732821.32,USD
Mock investor,Mock portfolio,FI0009005318,640095.65,USD
Mock investor,Mock portfolio,FI0009014377,572083.24,USD
Mock investor,Mock portfolio,FI0009000459,559632.11,USD
Mock investor,Mock portfolio,FI0009000277,390065.7,USD
Mock investor,Mock portfolio,FI0009005870,336105.1,USD
Mock investor,Mock portfolio,FI0009002422,321017.35,USD
Mock investor,Mock portfolio,FI0009013429,285718.13,USD
Mock investor,Mock portfolio,FI4000312251,270767.77,USD
Mock investor,Mock portfolio,FI0009000665,258646.77,USD
Mock investor,Mock portfolio,FI0009004824,255336.11,USD
Mock investor,Mock portfolio,-,243830.33,USD
Mock investor,Mock portfolio,FI4000198031,240505.06,USD
Mock investor,Mock portfolio,FI4000440664,228199.67,USD
Mock investor,Mock portfolio,FI0009002158,212840.31,USD
Mock investor,Mock portfolio,FI0009007694,201755.34,USD
Mock investor,Mock portfolio,FI4000410758,200683.96,USD
Mock investor,Mock portfolio,FI4000197934,182432.58,USD
Mock investor,Mock portfolio,FI4000058870,167033.16,USD
Mock investor,Mock portfolio,FI4000062781,153204,USD
Mock investor,Mock portfolio,FI0009800643,134416.23,USD
Mock investor,Mock portfolio,FI0009801310,132725.18,USD
Mock investor,Mock portfolio,FI4000369947,123051.86,USD
Mock investor,Mock portfolio,FI0009010912,112129.34,USD
Mock investor,Mock portfolio,FI0009003230,108130.65,USD
Mock investor,Mock portfolio,FI0009014351,103351.74,USD
Mock investor,Mock portfolio,FI4000266804,100059.68,USD
Mock investor,Mock portfolio,FI0009008403,96080.04,USD
Mock investor,Mock portfolio,US0669224778,45000,USD
Mock investor,Mock portfolio,FI4000306873,37982.82,USD
Mock investor,Mock portfolio,FI4000507124,30813.91,USD
Mock investor,Mock portfolio,FI4000251830,27098.34,USD
Mock investor,Mock portfolio,FI4000251897,26952.66,USD
Mock investor,Mock portfolio,FI4000206750,26700.42,USD
Mock investor,Mock portfolio,FI4000292438,26453.68,USD
Mock investor,Mock portfolio,FI0009007660,26006.63,USD
Mock investor,Mock portfolio,FI4000507595,23657.25,USD
Mock investor,Mock portfolio,FI4000153580,23523.66,USD
Mock investor,Mock portfolio,-,7960.4,USD
Mock investor,Mock portfolio,DE000C47BQN9,0,USD
Mock investor,Mock portfolio,-,-176358.75,USD
Mock investor,Mock portfolio,FR0000121014,83001004.04,USD
Mock investor,Mock portfolio,FR0000120271,46039275.44,USD
Mock investor,Mock portfolio,FR0000120321,43030563.57,USD
Mock investor,Mock portfolio,FR0000120578,41422287.84,USD
Mock investor,Mock portfolio,FR0000121972,38339990.5,USD
Mock investor,Mock portfolio,FR0000120073,29870933.66,USD
Mock investor,Mock portfolio,FR0000131104,28110916.35,USD
Mock investor,Mock portfolio,NL0000235190,27240137.77,USD
Mock investor,Mock portfolio,FR0000121667,22109942.63,USD
Mock investor,Mock portfolio,FR0000121485,21806230.08,USD
Mock investor,Mock portfolio,FR0000120628,20842818.52,USD
Mock investor,Mock portfolio,FR0000125486,20551814.72,USD
Mock investor,Mock portfolio,FR0000052292,20005404.06,USD
Mock investor,Mock portfolio,FR0000120693,18222109.56,USD
Mock investor,Mock portfolio,FR0000073272,15132710.53,USD
Mock investor,Mock portfolio,FR0000120644,14665657.59,USD
Mock investor,Mock portfolio,FR0014003TT8,14301610.24,USD
Mock investor,Mock portfolio,FR0000125338,14210431.87,USD
Mock investor,Mock portfolio,FR0000125007,12872802.87,USD
Mock investor,Mock portfolio,NL0000226223,12180403.7,USD
Mock investor,Mock portfolio,FR0010307819,11317735.32,USD
Mock investor,Mock portfolio,FR0000130809,10070339.36,USD
Mock investor,Mock portfolio,FR0000121261,10044158.43,USD
Mock investor,Mock portfolio,FR0010208488,9775187.09,USD
Mock investor,Mock portfolio,FR0000051807,9468863.96,USD
Mock investor,Mock portfolio,FR0000124141,8696176.57,USD
Mock investor,Mock portfolio,LU1598757687,7770312.57,USD
Mock investor,Mock portfolio,FR0000133308,7722949.35,USD
Mock investor,Mock portfolio,FR0000045072,6383360.55,USD
Mock investor,Mock portfolio,FR0014000MR3,5975536.58,USD
Mock investor,Mock portfolio,FR0000130577,5550651.37,USD
Mock investor,Mock portfolio,FR0013154002,5486401.39,USD
Mock investor,Mock portfolio,FR0011981968,4804898.7,USD
Mock investor,Mock portfolio,US0669224778,4770000,USD
Mock investor,Mock portfolio,FR0000120172,4176023.2,USD
Mock investor,Mock portfolio,FR0010908533,4164207.64,USD
Mock investor,Mock portfolio,FR0010220475,4073942.31,USD
Mock investor,Mock portfolio,FR0000127771,3793430,USD
Mock investor,Mock portfolio,FR0006174348,3528500.68,USD
Mock investor,Mock portfolio,FR0000121329,3281713.56,USD
Mock investor,Mock portfolio,NL0006294274,3215401.73,USD
Mock investor,Mock portfolio,FR0013326246,3160909.9,USD
Mock investor,Mock portfolio,FR0010313833,3126697.28,USD
Mock investor,Mock portfolio,FR0000130452,3098889.38,USD
Mock investor,Mock portfolio,FR0000120503,2961486.59,USD
Mock investor,Mock portfolio,FR0010613471,2864719.42,USD
Mock investor,Mock portfolio,FR0000121220,2803806.06,USD
Mock investor,Mock portfolio,FR0010533075,2634617.29,USD
Mock investor,Mock portfolio,FR0013176526,2510091.93,USD
Mock investor,Mock portfolio,FR0000131906,2414587.86,USD
Mock investor,Mock portfolio,FR0010040865,2320746.02,USD
Mock investor,Mock portfolio,FR0013280286,2127845.51,USD
Mock investor,Mock portfolio,FR0000121147,2018355.89,USD
Mock investor,Mock portfolio,FR0010242511,2012261.39,USD
Mock investor,Mock portfolio,FR0000130395,2000912.5,USD
Mock investor,Mock portfolio,FR0000120404,1991283.37,USD
Mock investor,Mock portfolio,FR0000184798,1873302.51,USD
Mock investor,Mock portfolio,FR0004125920,1810217.19,USD
Mock investor,Mock portfolio,FR0000039299,1789104.04,USD
Mock investor,Mock portfolio,FR0000121964,1742754.28,USD
Mock investor,Mock portfolio,FR0000054470,1641635.98,USD
Mock investor,Mock portfolio,FR0000121709,1557760.9,USD
Mock investor,Mock portfolio,FR0000064578,1544575.06,USD
Mock investor,Mock portfolio,FR0000120222,1535393.99,USD
Mock investor,Mock portfolio,FR0013451333,1529342.77,USD
Mock investor,Mock portfolio,FR0010340141,1374515.9,USD
Mock investor,Mock portfolio,FR0010259150,1269540.51,USD
Mock investor,Mock portfolio,FR0000121121,1251101.95,USD
Mock investor,Mock portfolio,FR0000121204,1151263.75,USD
Mock investor,Mock portfolio,FR0014004L86,983325.47,USD
Mock investor,Mock portfolio,-,853684.96,USD
Mock investor,Mock portfolio,-,76192.4,USD
Mock investor,Mock portfolio,FREN02825619,0,USD
Mock investor,Mock portfolio,-,-4676453.84,USD
Mock investor,Mock portfolio,DE0007164600,238128936.73,USD
Mock investor,Mock portfolio,DE0007236101,213254224.17,USD
Mock investor,Mock portfolio,DE0008404005,156311886.56,USD
Mock investor,Mock portfolio,DE0007100000,105619540.62,USD
Mock investor,Mock portfolio,DE000BASF111,103602696.62,USD
Mock investor,Mock portfolio,DE0005552004,102327397.83,USD
Mock investor,Mock portfolio,DE0005557508,99192733.52,USD
Mock investor,Mock portfolio,DE0006231004,97186345.18,USD
Mock investor,Mock portfolio,DE000A1EWWW0,88018645.44,USD
Mock investor,Mock portfolio,DE000BAY0017,84304535.46,USD
Mock investor,Mock portfolio,DE0008430026,66633990.64,USD
Mock investor,Mock portfolio,DE000A1ML7J1,65330425.67,USD
Mock investor,Mock portfolio,DE0007664039,60137544.91,USD
Mock investor,Mock portfolio,DE0006599905,53565479.29,USD
Mock investor,Mock portfolio,DE0005190003,53493838.7,USD
Mock investor,Mock portfolio,DE0005810055,51029410.71,USD
Mock investor,Mock portfolio,DE000ENAG999,49976850.46,USD
Mock investor,Mock portfolio,DE0007037129,41896439.1,USD
Mock investor,Mock portfolio,DE0005140008,41576676.39,USD
Mock investor,Mock portfolio,-,37248506.74,USD
Mock investor,Mock portfolio,DE000SHL1006,33889164.49,USD
Mock investor,Mock portfolio,DE000SYM9999,30607325.99,USD
Mock investor,Mock portfolio,DE000A2E4K43,28986554.78,USD
Mock investor,Mock portfolio,DE000ZAL1111,28874326.42,USD
Mock investor,Mock portfolio,DE0007165631,28480975.67,USD
Mock investor,Mock portfolio,DE0005785604,27070296.13,USD
Mock investor,Mock portfolio,DE000DTR0CK8,24258641.4,USD
Mock investor,Mock portfolio,DE000PAH0038,23327827.38,USD
Mock investor,Mock portfolio,DE0006048432,23141157.21,USD
Mock investor,Mock portfolio,DE000A1DAHH0,22448484.16,USD
Mock investor,Mock portfolio,DE0005785802,21395835.53,USD
Mock investor,Mock portfolio,DE0006969603,20722061.24,USD
Mock investor,Mock portfolio,NL0012169213,20430104.9,USD
Mock investor,Mock portfolio,DE000A161408,20368082.13,USD
Mock investor,Mock portfolio,DE0006062144,19118822.01,USD
Mock investor,Mock portfolio,DE0005439004,18700613.11,USD
Mock investor,Mock portfolio,DE0008402215,18402123.38,USD
Mock investor,Mock portfolio,DE000A0D9PT0,17490704.83,USD
Mock investor,Mock portfolio,DE0005200000,16633628.87,USD
Mock investor,Mock portfolio,DE000ENER6Y0,16410755.16,USD
Mock investor,Mock portfolio,DE000LEG1110,16317994.62,USD
Mock investor,Mock portfolio,DE0006047004,16171708.9,USD
Mock investor,Mock portfolio,DE0007664005,15314122,USD
Mock investor,Mock portfolio,DE0005313704,13563471.45,USD
Mock investor,Mock portfolio,DE0006602006,13464993.12,USD
Mock investor,Mock portfolio,DE0006048408,13003778.4,USD
Mock investor,Mock portfolio,DE000KGX8881,12684608.28,USD
Mock investor,Mock portfolio,DE000CBK1001,12200732.19,USD
Mock investor,Mock portfolio,DE0006452907,11955338.11,USD
Mock investor,Mock portfolio,DE000KBX1006,11563340.61,USD
Mock investor,Mock portfolio,DE000EVNK013,10941724.22,USD
Mock investor,Mock portfolio,DE000A12DM80,9811732.6,USD
Mock investor,Mock portfolio,LU1673108939,9674480.14,USD
Mock investor,Mock portfolio,DE0005158703,9383673.9,USD
Mock investor,Mock portfolio,DE0007010803,8378859.12,USD
Mock investor,Mock portfolio,DE0005470405,8229669.06,USD
Mock investor,Mock portfolio,DE0005190037,7758180.37,USD
Mock investor,Mock portfolio,DE000UNSE018,6982410.27,USD
Mock investor,Mock portfolio,DE0008232125,6733504.46,USD
Mock investor,Mock portfolio,DE0005089031,6245194.72,USD
Mock investor,Mock portfolio,DE000A3E5D64,5071256.15,USD
Mock investor,Mock portfolio,DE000A1J5RX9,4693395.03,USD
Mock investor,Mock portfolio,-,1503605.84,USD
Mock investor,Mock portfolio,US0669224778,1249999.99,USD
Mock investor,Mock portfolio,DE000C6EV086,0,USD
Mock investor,Mock portfolio,-,-68230.77,USD
Mock investor,Mock portfolio,-,-19660711.21,USD
Mock investor,Mock portfolio,HK0000069689,202485004.43,USD
Mock investor,Mock portfolio,HK0388045442,138637328.01,USD
Mock investor,Mock portfolio,HK0669013440,55045446.48,USD
Mock investor,Mock portfolio,HK0823032773,37188975.54,USD
Mock investor,Mock portfolio,HK0003000038,35826095.62,USD
Mock investor,Mock portfolio,HK0002007356,34163417.26,USD
Mock investor,Mock portfolio,KYG217651051,33767104.92,USD
Mock investor,Mock portfolio,HK0016000132,32525082.41,USD
Mock investor,Mock portfolio,HK0011000095,28998321,USD
Mock investor,Mock portfolio,KYG2177B1014,26498540.72,USD
Mock investor,Mock portfolio,HK2388011192,25478557.14,USD
Mock investor,Mock portfolio,BMG507361001,24804009,USD
Mock investor,Mock portfolio,HK0027032686,23018200.94,USD
Mock investor,Mock portfolio,HK0006000050,18660659.54,USD
Mock investor,Mock portfolio,KYG9593A1040,18179692.93,USD
Mock investor,Mock portfolio,HK0066009694,17800504.54,USD
Mock investor,Mock portfolio,KYG319891092,13741624.87,USD
Mock investor,Mock portfolio,HK0012000102,13723907.29,USD
Mock investor,Mock portfolio,BMG4587L1090,13408720,USD
Mock investor,Mock portfolio,HK0000608585,13205579.07,USD
Mock investor,Mock portfolio,KYG7800X1079,11946565.42,USD
Mock investor,Mock portfolio,HK0000093390,11644369.77,USD
Mock investor,Mock portfolio,KYG960071028,11347988.79,USD
Mock investor,Mock portfolio,KYG9828G1082,10467465.34,USD
Mock investor,Mock portfolio,KYG1674K1013,10146177.67,USD
Mock investor,Mock portfolio,HK0101000591,9346705.49,USD
Mock investor,Mock portfolio,HK0083000502,9156640.97,USD
Mock investor,Mock portfolio,BMG2178K1009,8364900.66,USD
Mock investor,Mock portfolio,KYG8187G1055,7747829.1,USD
Mock investor,Mock portfolio,HK0000063609,7136487.31,USD
Mock investor,Mock portfolio,HK0019000162,6880356.71,USD
Mock investor,Mock portfolio,HK0000179108,6795050.22,USD
Mock investor,Mock portfolio,KYG211461085,5614258.05,USD
Mock investor,Mock portfolio,US5854641009,5224101.14,USD
Mock investor,Mock portfolio,US36118L1061,3740557.1,USD
Mock investor,Mock portfolio,US0669224778,2020000.02,USD
Mock investor,Mock portfolio,-,1192577.12,USD
Mock investor,Mock portfolio,-,117000,USD
Mock investor,Mock portfolio,-,0,USD
Mock investor,Mock portfolio,-,-5.58,USD
Mock investor,Mock portfolio,-,-870423.62,USD
Mock investor,Mock portfolio,IE0001827041,20010493.07,USD
Mock investor,Mock portfolio,IE00BWT6H894,15637786.17,USD
Mock investor,Mock portfolio,IE0005711209,4100428,USD
Mock investor,Mock portfolio,IE00B1RR8406,3968778.74,USD
Mock investor,Mock portfolio,IE0004927939,3927621.56,USD
Mock investor,Mock portfolio,IE0004906560,3757902.13,USD
Mock investor,Mock portfolio,IE0000669501,3695373.48,USD
Mock investor,Mock portfolio,IE00B00MZ448,3679942.9,USD
Mock investor,Mock portfolio,IE00BD1RP616,3630687.79,USD
Mock investor,Mock portfolio,IE00BF0L3536,3482079.33,USD
Mock investor,Mock portfolio,US7835132033,3473182.53,USD
Mock investor,Mock portfolio,IE00BJ5FQX74,2522855.46,USD
Mock investor,Mock portfolio,IE00B010DT83,2362514.12,USD
Mock investor,Mock portfolio,IE00BD6JX574,1870993.44,USD
Mock investor,Mock portfolio,IE00BGHQ1986,1870656.13,USD
Mock investor,Mock portfolio,IE00BWY4ZF18,1748355.73,USD
Mock investor,Mock portfolio,IE00BJ34P519,1633335.76,USD
Mock investor,Mock portfolio,IE00BJMZDW83,1622352.26,USD
Mock investor,Mock portfolio,IE00B1WV4493,902216.04,USD
Mock investor,Mock portfolio,IE0003LFZ4U7,712113.84,USD
Mock investor,Mock portfolio,IE00BLP58571,391535.91,USD
Mock investor,Mock portfolio,IE00BDC5DG00,247520.86,USD
Mock investor,Mock portfolio,IE00BWB8X525,117435.46,USD
Mock investor,Mock portfolio,IE000GID8VI0,112800.55,USD
Mock investor,Mock portfolio,-,106418.36,USD
Mock investor,Mock portfolio,IE0003290289,96107.91,USD
Mock investor,Mock portfolio,US0669224778,30000,USD
Mock investor,Mock portfolio,-,7705.54,USD
Mock investor,Mock portfolio,-,2070.47,USD
Mock investor,Mock portfolio,DE000C47BQN9,0,USD
Mock investor,Mock portfolio,-,-20750.13,USD
Mock investor,Mock portfolio,IL0002730112,18352423.31,USD
Mock investor,Mock portfolio,IL0006046119,14852513.62,USD
Mock investor,Mock portfolio,IL0010824113,11771744.08,USD
Mock investor,Mock portfolio,IL0006625771,11141631.12,USD
Mock investor,Mock portfolio,IL0011301780,8411784.9,USD
Mock investor,Mock portfolio,US8816242098,8401857.21,USD
Mock investor,Mock portfolio,IL0006912120,7451603.01,USD
Mock investor,Mock portfolio,IL0011216723,6703872,USD
Mock investor,Mock portfolio,IL0011334468,6555182.4,USD
Mock investor,Mock portfolio,IL0002810146,6479764.91,USD
Mock investor,Mock portfolio,IL0006954379,5156599.41,USD
Mock investor,Mock portfolio,IL0010811243,4372231.4,USD
Mock investor,Mock portfolio,IL0010845571,3882659.17,USD
Mock investor,Mock portfolio,IL0010823792,3875212.87,USD
Mock investor,Mock portfolio,IL0011194789,3855827.98,USD
Mock investor,Mock portfolio,IL0011595993,3328199.9,USD
Mock investor,Mock portfolio,IL0002300114,3262779.57,USD
Mock investor,Mock portfolio,IL0011582033,3165862.8,USD
Mock investor,Mock portfolio,IL0003900136,2609102.13,USD
Mock investor,Mock portfolio,IL0002260193,2446338.43,USD
Mock investor,Mock portfolio,IL0065100930,2249511.48,USD
Mock investor,Mock portfolio,IL0005930388,2180163.54,USD
Mock investor,Mock portfolio,IL0007200111,2151500.94,USD
Mock investor,Mock portfolio,IL0007770378,2096373.83,USD
Mock investor,Mock portfolio,IL0003230146,1889230.18,USD
Mock investor,Mock portfolio,IL0007670123,1863319.59,USD
Mock investor,Mock portfolio,IL0010972607,1636914.28,USD
Mock investor,Mock portfolio,IL0007590198,1633283.13,USD
Mock investor,Mock portfolio,IL0010834765,1619962.56,USD
Mock investor,Mock portfolio,IL0010972789,1589153.89,USD
Mock investor,Mock portfolio,IL0005760173,1578616.18,USD
Mock investor,Mock portfolio,IL0007460160,1547156.86,USD
Mock investor,Mock portfolio,IL0002240146,1482186.8,USD
Mock investor,Mock portfolio,IL0010958358,1455796.2,USD
Mock investor,Mock portfolio,IL0010819428,1437926.06,USD
Mock investor,Mock portfolio,IL0007390375,1383937.8,USD
Mock investor,Mock portfolio,IL0010870223,1288036.24,USD
Mock investor,Mock portfolio,IL0005850180,1269987.25,USD
Mock investor,Mock portfolio,IL0010952641,1243291.67,USD
Mock investor,Mock portfolio,IL0010989205,1212026.61,USD
Mock investor,Mock portfolio,IL0011338758,1198433.93,USD
Mock investor,Mock portfolio,IL0011000077,1193621.29,USD
Mock investor,Mock portfolio,SG9999012629,1166826.24,USD
Mock investor,Mock portfolio,IL0003140139,1099519.34,USD
Mock investor,Mock portfolio,IL0010834849,1064123.35,USD
Mock investor,Mock portfolio,IL0002560162,1061277.66,USD
Mock investor,Mock portfolio,IL0011044885,1037552.76,USD
Mock investor,Mock portfolio,IL0011323156,1037455.08,USD
Mock investor,Mock portfolio,IL0010910656,1021886.13,USD
Mock investor,Mock portfolio,IL0004450156,999760.72,USD
Mock investor,Mock portfolio,KYG7T16G1039,991381.35,USD
Mock investor,Mock portfolio,IL0011691438,981600.14,USD
Mock investor,Mock portfolio,IL0011415713,964695.14,USD
Mock investor,Mock portfolio,IL0011574030,943828.91,USD
Mock investor,Mock portfolio,IL0010846983,939268.25,USD
Mock investor,Mock portfolio,US63008G2030,923943.4,USD
Mock investor,Mock portfolio,IL0010958192,917049.03,USD
Mock investor,Mock portfolio,IL0011233553,893289.42,USD
Mock investor,Mock portfolio,IL0010829658,874831.74,USD
Mock investor,Mock portfolio,IL0007630119,775009.19,USD
Mock investor,Mock portfolio,IL0001610182,737533.61,USD
Mock investor,Mock portfolio,IL0010816861,732795.01,USD
Mock investor,Mock portfolio,IL0007550176,721071.59,USD
Mock investor,Mock portfolio,IL0010841281,696517.09,USD
Mock investor,Mock portfolio,IL0004340191,695752.52,USD
Mock investor,Mock portfolio,IL0010903156,695142.37,USD
Mock investor,Mock portfolio,IL0010913544,685866.69,USD
Mock investor,Mock portfolio,IL0008290103,683453.28,USD
Mock investor,Mock portfolio,IL0006940345,673447.18,USD
Mock investor,Mock portfolio,IL0011042491,632197.73,USD
Mock investor,Mock portfolio,IL0050101299,608289.42,USD
Mock investor,Mock portfolio,IL0006270347,588286.85,USD
Mock investor,Mock portfolio,IL0011434292,588140.73,USD
Mock investor,Mock portfolio,IL0005660183,572847.05,USD
